gefunden_am,portal,suchbegriff,titel,preis,ort,inserat_datum,baujahr,betriebsstunden,url
2026-08-26T04:08:49Z,Machinerypark,Takeuchi TB 230,Takeuchi TB 230,22.500 EUR,"3628GD Kockengen, Niederlande",,2017,,https://de.machinerypark.com/minibagger/takeuchi-tb-230-gebraucht-eqqh8883dq
2026-08-26T04:08:49Z,Machinerypark,Takeuchi TB 250,Takeuchi TB 250,28.500 EUR,"3628GD Kockengen, Niederlande",,2020,8.950 h,https://de.machinerypark.com/minibagger/takeuchi-tb-250-gebraucht-mfbe6488mb
2026-08-26T04:08:49Z,Machineryline,Takeuchi TB 175,Takeuchi TB175C,15.800 $ ≈ 13.510 €,"China, Beijing",,,1.750 h,https://machineryline.de/-/Verkauf/Midibagger/Takeuchi/TB175C--26082517561029290000
2026-08-26T04:08:49Z,Machineryline,Takeuchi TB 230,Takeuchi TB230,12.800 $ ≈ 10.940 €,"China, Beijing",,,1.745 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/TB230--26082511583463175700
2026-08-26T04:08:49Z,Machineryline,Takeuchi TB 250,JCB 51R-1 MINI-KOPARKA 2017R. | JCB 8055 TAKEUCHI TB 250 CAT 305 YAN,22.050 € 95.000 PLN,"Polen, Milicz",,,5.345 h,https://machineryline.de/-/Verkauf/Minibagger/JCB/51R-1-MINI-KOPARKA-2017R-JCB-8055-TAKEUCHI-TB-250-CAT-305-YAN--26082515481515713000
2026-08-27T06:33:53Z,eBay Kleinanzeigen,Claas Conspeed,Maispflücker Claas Conspeed 6-75 FC,18.000 €,66773 Schwalbach,"Heute, 05:52",2003,,https://www.kleinanzeigen.de/s-anzeige/maispfluecker-claas-conspeed-6-75-fc/3495807908-276-301
2026-08-27T06:33:53Z,eBay Kleinanzeigen,Claas Conspeed,claas conspeed Maispflücker,14.990 €,49774 Lähden,"Gestern, 17:50",,,https://www.kleinanzeigen.de/s-anzeige/claas-conspeed-maispfluecker/3495531730-276-3027
2026-08-27T06:33:53Z,eBay Kleinanzeigen,Claas Conspeed,claas kolbenpflücker conspeed 4-75SL,7.000 €,46419 Isselburg,"Gestern, 13:14",,,https://www.kleinanzeigen.de/s-anzeige/claas-kolbenpfluecker-conspeed-4-75sl/3495254811-276-1848
2026-08-27T06:33:53Z,eBay Kleinanzeigen,Claas Conspeed,Förderkette Claas Conspeed Maispflücker,150 €,26899 Rhede,"Gestern, 13:03",,,https://www.kleinanzeigen.de/s-anzeige/foerderkette-claas-conspeed-maispfluecker/3125128414-276-2768
2026-08-27T06:33:53Z,eBay Kleinanzeigen,Takeuchi TB 230,"Takeuchi Kabine passend für TB 230, 240",10.115 €,49090 Osnabrück,09.08.2026,,,https://www.kleinanzeigen.de/s-anzeige/takeuchi-kabine-passend-fuer-tb-230-240/3322717619-276-3123
2026-08-27T06:33:53Z,Machinerypark,Takeuchi TB 250,Takeuchi TB 250-2 V4,53.500 EUR,"49377 Vechta, Deutschland",,2024,750 h,https://de.machinerypark.com/bauger%C3%A4te-sonstige/takeuchi-tb-250-2-v4-gebraucht-ckuq9686ed
2026-08-27T06:33:53Z,Machinerypark,Takeuchi TB 290,Takeuchi TB 290-2 CM V4,82.500 EUR,"32257 Bünde, Deutschland",,2023,1.080 h,https://de.machinerypark.com/bauger%C3%A4te-sonstige/takeuchi-tb-290-2-cm-v4-gebraucht-rbjg1188ng
2026-08-27T06:33:53Z,Machineryline,Takeuchi TB 230,Takeuchi TB230,8.000 € Ohne MwSt.,"Belgien, Antwerp",,,3.100 h,https://machineryline.de/-/Versteigerung/Kettenbagger/Takeuchi/TB230--26082612425504020400
2026-08-27T06:33:53Z,Machineryline,Takeuchi TB 290,Takeuchi TB290-2,56.000 € Ohne MwSt.,"Niederlande, Groesbeek",,,4.709 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/TB290-2--26011410145526130300
2026-08-28T05:45:02Z,eBay Kleinanzeigen,Geringhoff,Geringhoff Maispflücker  Mähdrescher Deutz Fahr Claas John Deere,8.480 € VB,33378 Rheda-​Wiedenbrück,"Gestern, 10:49",,,https://www.kleinanzeigen.de/s-anzeige/geringhoff-maispfluecker-maehdrescher-deutz-fahr-claas-john-deere/3495951438-276-1649
2026-08-28T05:45:02Z,eBay Kleinanzeigen,Geringhoff,Geringhoff Maispflücker Mähdrescher Deutz Fahr Claas John Deere,4.580 € VB,33378 Rheda-​Wiedenbrück,"Gestern, 08:42",,,https://www.kleinanzeigen.de/s-anzeige/geringhoff-maispfluecker-maehdrescher-deutz-fahr-claas-john-deere/3495855224-276-1649
2026-08-28T05:45:02Z,eBay Kleinanzeigen,Takeuchi TB 260,"Takeuchi TB 260 Kettenbagger, Minibagger inkl. 3 Löffel",28.700 € VB,59302 Oelde,"Gestern, 19:24",,,https://www.kleinanzeigen.de/s-anzeige/takeuchi-tb-260-kettenbagger-minibagger-inkl-3-loeffel/3496405713-276-1457
2026-08-28T05:45:02Z,eBay Kleinanzeigen,Takeuchi TB 290,"Takeuchi TB290-2,Tilt,Taklock,2x Löffel",62.951 €,97993 Creglingen,"Gestern, 15:39",,,https://www.kleinanzeigen.de/s-anzeige/takeuchi-tb290-2-tilt-taklock-2x-loeffel/3496212712-276-8638
2026-08-28T05:45:02Z,Machinerypark,Takeuchi TB 250,Takeuchi TB250-2,51.500 EUR,"9288 GB KOOTSTERTILLE, Niederlande",,2022,,https://de.machinerypark.com/minibagger/takeuchi-tb250-2-gebraucht-zvfe2659qq
2026-08-28T05:45:02Z,Machineryline,Takeuchi TB 175,Takeuchi Tb175,3.000 € Ohne MwSt.,"Rumänien, Negresti-Oas, Satu Mare",,,,https://machineryline.de/-/Versteigerung/Midibagger/Takeuchi/Tb175--26082801301011566900
2026-08-31T03:59:58Z,eBay Kleinanzeigen,Geringhoff,Ziegler 8S CornChampion Maispflücker Mähdrescher Geringhoff Claas,17.580 € VB,33378 Rheda-​Wiedenbrück,28.08.2026,2026,,https://www.kleinanzeigen.de/s-anzeige/ziegler-8s-cornchampion-maispfluecker-maehdrescher-geringhoff-claas/3496945654-276-1649
2026-08-31T03:59:58Z,eBay Kleinanzeigen,Takeuchi TB 145,TAKEUCHI TB145,15.900 €,30459 Ricklingen,28.08.2026,,,https://www.kleinanzeigen.de/s-anzeige/takeuchi-tb145/3496828209-276-3192
2026-08-31T03:59:58Z,eBay Kleinanzeigen,Takeuchi TB 175,"Takeuchi TB070, TB175, Midibagger, Bagger, Kettenbagger",14.250 €,21079 Harburg,,,,https://www.kleinanzeigen.de/s-anzeige/takeuchi-tb070-tb175-midibagger-bagger-kettenbagger/3472985653-276-23468
2026-08-31T03:59:58Z,eBay Kleinanzeigen,Takeuchi TB 175,Takeuchi TB 175 145 Dachscheibe Dachfenster,175 € VB,85250 Altomünster,"Gestern, 13:19",,,https://www.kleinanzeigen.de/s-anzeige/takeuchi-tb-175-145-dachscheibe-dachfenster/3498749848-276-7191
2026-08-31T03:59:58Z,eBay Kleinanzeigen,Takeuchi TB 175,Takeuchi Kompaktbagger TB 175 C SSA Monoblock mit Powertilt und Taklock,43.500 €,84051 Essenbach,28.08.2026,,,https://www.kleinanzeigen.de/s-anzeige/takeuchi-kompaktbagger-tb-175-c-ssa-monoblock-mit-powertilt-und-taklock-/3471646029-276-6393
2026-08-31T03:59:58Z,eBay Kleinanzeigen,Takeuchi TB 250,Takeuchi TAKEUCHI TB250-2 (235 260 50 55 303 305 240,43.435 €,91589 Aurach,"Gestern, 09:26",,,https://www.kleinanzeigen.de/s-anzeige/takeuchi-takeuchi-tb250-2-235-260-50-55-303-305-240/3498409220-276-6107
2026-08-31T03:59:58Z,eBay Kleinanzeigen,Takeuchi TB 250,Takeuchi TAKEUCHI TB250-2 (235 260 50 55 303 305 240,43.435 €,91589 Aurach,"Gestern, 09:26",,,https://www.kleinanzeigen.de/s-anzeige/takeuchi-takeuchi-tb250-2-235-260-50-55-303-305-240/3498408449-276-6107
2026-08-31T03:59:58Z,eBay Kleinanzeigen,Takeuchi TB 250,Takeuchi TAKEUCHI TB250-2 (235 260 50 55 303 305 240,43.435 €,91589 Aurach,"Gestern, 09:25",,,https://www.kleinanzeigen.de/s-anzeige/takeuchi-takeuchi-tb250-2-235-260-50-55-303-305-240/3498407835-276-6107
2026-08-31T03:59:58Z,eBay Kleinanzeigen,Takeuchi TB 250,Takeuchi TAKEUCHI TB250-2 (235 260 50 55 303 305 240,43.435 €,91589 Aurach,"Gestern, 09:23",,,https://www.kleinanzeigen.de/s-anzeige/takeuchi-takeuchi-tb250-2-235-260-50-55-303-305-240/3498406531-276-6107
2026-08-31T03:59:58Z,eBay Kleinanzeigen,Takeuchi TB 260,Takeuchi TB 260 Minibagger Powertilt+Löffel nur 1957h,55.811 €,31228 Peine,02.05.2026,,,https://www.kleinanzeigen.de/s-anzeige/takeuchi-tb-260-minibagger-powertilt-loeffel-nur-1957h/3397809769-276-2676
2026-08-31T03:59:58Z,eBay Kleinanzeigen,Takeuchi TB 290,*Takeuchi TB290-2*Takeuchi*TB 290*8t Bagger*Kettenbagger*Bagger*,62.951 €,97993 Creglingen,28.08.2026,2019,,https://www.kleinanzeigen.de/s-anzeige/-takeuchi-tb290-2-takeuchi-tb-290-8t-bagger-kettenbagger-bagger-/3497307363-276-8638
2026-08-31T03:59:58Z,Machineryline,Takeuchi TB 250,JCB 51R-1 MINI-KOPARKA 2017R. | JCB 8055 TAKEUCHI TB 250 CAT 305 YAN,21.910 € 95.000 PLN,"Polen, Milicz",,,5.345 h,https://machineryline.de/-/Verkauf/Minibagger/JCB/51R-1-MINI-KOPARKA-2017R-JCB-8055-TAKEUCHI-TB-250-CAT-305-YAN--26082814172926236100
2026-08-31T03:59:58Z,Machineryline,Takeuchi TB 290,Takeuchi TB290-2,66.890 € 500.000 DKK,"Dänemark, Sjælland",,,1.863 h,https://machineryline.de/-/Versteigerung/Midibagger/Takeuchi/TB290-2--26061105284755098700
2026-08-31T04:03:52Z,eBay Kleinanzeigen,Komatsu PC210,Komatsu PC210LC-11EO++OQ70/55++wie neu++,127.925 €,54646 Wettlingen,29.08.2026,2022,,https://www.kleinanzeigen.de/s-anzeige/komatsu-pc210lc-11eo-oq70-55-wie-neu-/3497856488-276-5441
2026-08-31T04:03:52Z,eBay Kleinanzeigen,Komatsu PC210,Komatsu PC210LC-5K,27.800 € VB,73525 Schwäbisch Gmünd,29.08.2026,,,https://www.kleinanzeigen.de/s-anzeige/komatsu-pc210lc-5k/3497460962-241-9009
2026-08-31T04:03:52Z,eBay Kleinanzeigen,Komatsu PC210,Kettenbagger Komatsu PC 210 Bagger,8.900 €,74376 Gemmrigheim,25.08.2026,,,https://www.kleinanzeigen.de/s-anzeige/kettenbagger-komatsu-pc-210-bagger/3494431010-276-8676
2026-08-31T04:03:52Z,eBay Kleinanzeigen,Komatsu PC210,Kettenbagger Komatsu PC 210-8 LC,32.000 € VB,33165 Lichtenau,24.08.2026,2015,,https://www.kleinanzeigen.de/s-anzeige/kettenbagger-komatsu-pc-210-8-lc/3364930997-276-2160
2026-08-31T04:03:52Z,eBay Kleinanzeigen,Komatsu PC210,Komatsu PC 210 LCi-11 mit GPS,74.970 €,76316 Malsch,12.08.2026,,,https://www.kleinanzeigen.de/s-anzeige/komatsu-pc-210-lci-11-mit-gps/3483064797-276-8930
2026-08-31T04:03:52Z,eBay Kleinanzeigen,Komatsu PC210,Komatsu PC 210 LC-6K *1999*CE*12.134 h*SW*H-Leistung,35.105 €,52538 Selfkant,29.07.2026,1999,,https://www.kleinanzeigen.de/s-anzeige/komatsu-pc-210-lc-6k-1999-ce-12-134-h-sw-h-leistung/3471318643-276-1209
2026-08-31T04:03:52Z,Machinerypark,Komatsu PC210,Komatsu PC210LC,33.900 EUR,"02100 Neuville St Amand, Frankreich",,2007,6.792 h,https://de.machinerypark.com/kettenbagger/komatsu-pc210lc-gebraucht-lhmo4270op
2026-08-31T04:03:52Z,Machinerypark,Komatsu PC210,Komatsu PC210LCI-11E0,139.900 EUR,"02100 Neuville St Amand, Frankreich",,2022,3.300 h,https://de.machinerypark.com/kettenbagger/komatsu-pc210lci-11e0-gebraucht-jghj7024eh
2026-08-31T04:03:52Z,Machinerypark,Komatsu PC210,Komatsu PC210NLC,54.000 EUR,"12100 Cuneo, Italien",,2008,7.810 h,https://de.machinerypark.com/kettenbagger/komatsu-pc210nlc-gebraucht-qjts6670kj
2026-08-31T04:03:52Z,Machinerypark,Komatsu PC210,Komatsu PC210 LC-11,60.950 EUR,"5466AP Veghel, Niederlande",,2019,5.871 h,https://de.machinerypark.com/kettenbagger/komatsu-pc210-lc-11-gebraucht-abzk8104dc
2026-08-31T04:03:52Z,Machineryline,Komatsu PC210,Komatsu PC 210 LC-10,60.050 € 1.450.000 CZK,"Tschechien, Praha 13 - Stodůlky",,,14.300 h,https://machineryline.de/-/Verkauf/Kettenbagger/Komatsu/PC-210-LC-10--26022410583778377200
2026-08-31T04:03:52Z,Machineryline,Komatsu PC210,Komatsu PC210LC-11EO++OQ70/55++wie neu++,107.500 € Ohne MwSt.,"Deutschland, Brimingen",,,4.100 h,https://machineryline.de/-/Verkauf/Kettenbagger/Komatsu/PC210LC-11EO-OQ7055-wie-neu---26082917534573038100
2026-08-31T04:03:52Z,Machineryline,Komatsu PC210,Komatsu pc210-11,76.260 € Inklusive MwSt,"Deutschland, Hamburg",,,,https://machineryline.de/-/Verkauf/Kettenbagger/Komatsu/pc210-11--26082710103743321800
2026-08-31T04:03:52Z,Machineryline,Komatsu PC210,Komatsu PC 210 LC-8 //BJ. 2012/6324 H/Klima/Alle Leitungen,46.900 €,"Deutschland, Überherrn",,,6.324 h,https://machineryline.de/-/Verkauf/Kettenbagger/Komatsu/PC-210-LC-8-BJ-20126324-HKlimaAlle-Leitungen--26080615211242048300
2026-08-31T04:03:52Z,Machineryline,Komatsu PC210,Komatsu PC 210 LC-6K *1999*CE*12.134 h*SW*H-Leistung,35.105 € Inklusive MwSt,"Deutschland, Selfkant",,,12.134 h,https://machineryline.de/-/Verkauf/Kettenbagger/Komatsu/PC-210-LC-6K-1999CE12-134-hSWH-Leistung--26041317400109762500
2026-08-31T04:03:52Z,Machineryline,Komatsu PC210,Komatsu PC210LCi-10,55.000 € Ohne MwSt.,"Deutschland, Neukirchen v. W.",,,11.186 h,https://machineryline.de/-/Verkauf/Kettenbagger/Komatsu/PC210LCi-10--26021815271922513600
2026-08-31T04:03:52Z,Machineryline,Komatsu PC210,Komatsu PC210LCi-10,42.900 € Ohne MwSt.,"Deutschland, Neukirchen v. W.",,,11.300 h,https://machineryline.de/-/Verkauf/Kettenbagger/Komatsu/PC210LCi-10--26021815183433642900
2026-08-31T12:26:03Z,Machineryline,Komatsu PC210,Komatsu PC210,129.900 € Ohne MwSt.,"Deutschland, Maisach",,,780 h,https://machineryline.de/-/Verkauf/Kettenbagger/Komatsu/PC210--26082820200402256600
2026-08-31T18:25:41Z,eBay Kleinanzeigen,Takeuchi TB 260,"Takeuchi, TB 260, Tb 260 V4",44.000 € VB,71576 Burgstetten,"Heute, 18:07",,,https://www.kleinanzeigen.de/s-anzeige/takeuchi-tb-260-tb-260-v4/3500126652-276-8358
2026-08-31T18:25:41Z,Machineryline,Takeuchi TB 250,JCB 51R-1 MINI-KOPARKA 2017R. | JCB 8055 TAKEUCHI TB 250 CAT 305 YAN,21.910 € 95.000 PLN,"Polen, Milicz",,,5.345 h,https://machineryline.de/-/Verkauf/Minibagger/JCB/51R-1-MINI-KOPARKA-2017R-JCB-8055-TAKEUCHI-TB-250-CAT-305-YAN--26083116462317453000
2026-08-31T18:25:41Z,tec24,Geringhoff,Geringhoff Mais Star -Horizon 600 Fb -Klappbar,57.000 € Netto,76684 Östringen,,2024,,https://de.tec24.com/c-20200/m-geringhoff/t-mais-star-horizon-600-fb-klappbar/mid-3705000.html
2026-09-01T18:04:37Z,Machineryline,Takeuchi TB 175,"Takeuchi TB 175 MIDI-KOPARKA 2008R | Kubota KX080-3, KX080-4, Yanmar ViO7",19.600 € 85.000 PLN,"Polen, Milicz",,,5.183 h,https://machineryline.de/-/Verkauf/Midibagger/Takeuchi/TB-175-MIDI-KOPARKA-2008R-Kubota-KX080-3-KX080-4-Yanmar-ViO7--26090117135823929300
2026-09-01T18:04:37Z,tec24,Claas Conspeed,Claas Conspeed Linear 8-75 Fc,26.500 € Netto,91560 Heilsbronn,,2012,,https://de.tec24.com/c-20200/m-claas/t-conspeed-linear-8-75-fc/mid-3708755.html
2026-09-02T14:58:23Z,Machinerypark,Komatsu PC210,Komatsu PC 210 LCi-11 mit GPS,63.000 EUR,"76316 Malsch, Deutschland",,2019,9.972 h,https://de.machinerypark.com/kettenbagger/komatsu-pc-210-lci-11-mit-gps-gebraucht-whbx8456dd
2026-09-03T18:22:40Z,Machineryline,Takeuchi TB 250,JCB 51R-1 MINI-KOPARKA 2017R. | JCB 8055 TAKEUCHI TB 250 CAT 305 YAN,21.960 € 95.000 PLN,"Polen, Milicz",,,5.345 h,https://machineryline.de/-/Verkauf/Minibagger/JCB/51R-1-MINI-KOPARKA-2017R-JCB-8055-TAKEUCHI-TB-250-CAT-305-YAN--26090315000305857000
2026-09-03T18:22:40Z,Machineryline,Takeuchi TB 290,Takeuchi Mini koparka TB 290,28.200 € 122.000 PLN,"Polen, Grodków",,,7.081 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/Mini-koparka-TB-290--26061519170104981700
2026-09-04T05:56:55Z,Machineryline,Takeuchi TB 230,Takeuchi TB230,13.510 € 101.000 DKK,"Dänemark, Sjælland",,,4.765 h,https://machineryline.de/-/Versteigerung/Minibagger/Takeuchi/TB230--26041023500390046400
2026-09-04T05:56:55Z,Machineryline,Takeuchi TB 250,Takeuchi TB250,27.850 € Ohne MwSt.,"Spanien, Alcalá de Guadaíra",,,,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/TB250--26090323553796129800
2026-09-04T05:56:55Z,tec24,Geringhoff,Geringhoff Rotadisc 6 Rhg,6.900 € Netto,49716 Meppen,,1998,2500 h,https://de.tec24.com/c-28800/m-geringhoff/t-rotadisc-6-rhg/mid-3709029.html
2026-09-05T05:11:11Z,Maschinensucher,Takeuchi TB 250,Minibagger TAKEUCHI TB 250 Minibagger Powertilt+Löffel nur 1902h,39.900 €,Peine,,2018,1.902 h,https://www.maschinensucher.de/takeuchi-tb+250+minibagger+powertilt%2Bl%C3%B6ffel+nur+1902h/i-21839973
2026-09-05T05:11:11Z,Machinerypark,Takeuchi TB 175,Takeuchi TB175W 3 Buckets!,23.500 EUR,"7609 RL Almelo, Niederlande",,2010,12.888 h,https://de.machinerypark.com/mobilbagger/takeuchi-tb175w-3-buckets-gebraucht-cgkb8743ep
2026-09-05T05:11:11Z,Machineryline,Takeuchi TB 175,Takeuchi TB175W 3 Buckets!,23.500 € Ohne MwSt.,"Niederlande, Almelo",,,12.888 h,https://machineryline.de/-/Verkauf/Mobilbagger/Takeuchi/TB175W-3-Buckets--26090415464842737400
2026-09-05T05:11:11Z,Machineryline,Takeuchi TB 175,Takeuchi TB175,1.552 € 11.600 DKK,"Dänemark, Tølløse",,,7.501 h,https://machineryline.de/-/Versteigerung/Teleskopstapler/Takeuchi/TB175--26090409054930751100
2026-09-05T05:11:11Z,Machineryline,Takeuchi TB 250,Takeuchi TB 250,32.000 € Ohne MwSt.,"Spanien, A Coruña",,,1.469 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/TB-250--26090422102136531800
2026-09-05T05:11:11Z,Machineryline,Takeuchi TB 250,Takeuchi TB250,29.000 € Ohne MwSt.,"Spanien, Madrid",,,6.360 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/TB250--26061617015384966000
2026-09-05T05:11:11Z,Machineryline,Takeuchi TB 250,Takeuchi TB 250,53.500 € Ohne MwSt.,"Belgien, Mol",,,776 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/TB-250--26090409374013482300
2026-09-05T05:11:11Z,Machineryline,Takeuchi TB 290,Takeuchi TB290,39.000 € Ohne MwSt.,"Spanien, Logroño",,,6.980 h,https://machineryline.de/-/Verkauf/Midibagger/Takeuchi/TB290--26061617020897607800
2026-09-05T05:11:11Z,Machineryline,Takeuchi TB 290,Takeuchi TB290,15.730 € 170.000 NOK,"Norwegen, Kaldfarnes",,,1.900 h,https://machineryline.de/-/Versteigerung/Midibagger/Takeuchi/TB290--26090404585685484000
2026-09-05T05:11:11Z,Machineryline,Komatsu PC210,Komatsu PC210-8,28.000 $ ≈ 24.180 €,"China, Shanghai",,,600 h,https://machineryline.de/-/Verkauf/Kettenbagger/Komatsu/PC210-8--24050708275551093700
2026-09-05T05:11:11Z,Machineryline,Komatsu PC210,Komatsu PC210NLC-7K,27.000 €,"Italien, Rome",,,11.891 h,https://machineryline.de/-/Verkauf/Kettenbagger/Komatsu/PC210NLC-7K--26090419404898416100
2026-09-06T09:04:51Z,Machinerypark,Takeuchi TB 175,Takeuchi TB175W 3 Buckets!,23.500 EUR,"7609 RL Almelo, Niederlande",,2010,12.888 h,https://de.machinerypark.com/mobilbagger/takeuchi-tb175w-3-buckets-gebraucht-uxwm3230co
2026-09-06T09:04:51Z,Machineryline,Komatsu PC210,Komatsu PC210,24.500 $ ≈ 21.160 €,China,,,907 h,https://machineryline.de/-/Verkauf/Kettenbagger/Komatsu/PC210--24121311313822218900
2026-09-06T09:04:51Z,Machineryline,Komatsu PC210,"Komatsu PC 210 LCi-11E0, 2022 ROK, SYSTEM NIWELACJI 3D",96.850 € 419.000 PLN,"Polen, Strzyżew",,,54.900 h,https://machineryline.de/-/Verkauf/Kettenbagger/Komatsu/PC-210-LCi-11E0-2022-ROK-SYSTEM-NIWELACJI-3D--26061118275444884000
2026-09-06T09:18:46Z,Autoline,Takeuchi TB 175,Takeuchi TB 175,19.650 € 85.000 PLN,"Polen, Milicz",,,5.183 h,https://machineryline.de/-/Verkauf/Midibagger/Takeuchi/TB-175--26090117135823929300
2026-09-06T09:18:46Z,Autoline,Takeuchi TB 260,Takeuchi tb260,37.500 € Ohne MwSt.,"Kroatien, Virovitica",,,3.490 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/tb260--26082109464212368600
2026-09-06T09:18:46Z,Mascus,Claas Conspeed,CLAAS CONSPEED MP8-75F LEXION,15.000 EUR,"IT, -",2023-09-06,,,https://www.mascus.de/landmaschinen/sonstige-landmaschinen/claas-conspeed-mp8-75f-lexion/5daa7cc9.html
2026-09-06T09:18:46Z,Mascus,Claas Conspeed,CLAAS CONSPEED 8-70 C - 2013 ROK,19.500 EUR,"PL, KUDOWA ZDRÓJ, dolnośląskie",2024-02-05,2013,,https://www.mascus.de/landmaschinen/erntevorsatze/claas-conspeed-8-70-c-2013-rok/ibcddidj.html
2026-09-06T09:18:46Z,Mascus,Claas Conspeed,CLAAS CONSPEED 12-75C,29.900 EUR,"HU, Nyíregyháza",2024-03-02,2015,,https://www.mascus.de/landmaschinen/maehdrescherzubehoer/claas-conspeed-12-75c/7d9b65jh.html
2026-09-06T09:18:46Z,Mascus,Claas Conspeed,CLAAS Conspeed 675 FC Corio,39.980 EUR,"DE, -",2024-07-11,2018,,https://www.mascus.de/landmaschinen/maehdrescherzubehoer/claas-conspeed-675-fc-corio/7jea5a9g.html
2026-09-06T09:18:46Z,Mascus,Claas Conspeed,CLAAS Przystawka do kukurydzy Conspeed 12-75,33.000 EUR,"PL, -",2024-08-10,2011,,https://www.mascus.de/landmaschinen/erntevorsatze/claas-przystawka-do-kukurydzy-conspeed-12-75/65d8e78c.html
2026-09-06T09:18:46Z,Mascus,Claas Conspeed,CLAAS Conspeed 8-75 FC,69.000 EUR,"LV, Jelgava, Jelgava",2024-09-10,2022,,https://www.mascus.de/landmaschinen/erntevorsatze/claas-conspeed-8-75-fc/6ibf4f7h.html
2026-09-06T09:18:46Z,Mascus,Claas Conspeed,CLAAS Conspeed 675 FC Corio,29.920 EUR,"DE, -",2025-08-29,2018,,https://www.mascus.de/landmaschinen/maehdrescherzubehoer/claas-conspeed-675-fc-corio/98gdfd6j.html
2026-09-06T09:18:46Z,Mascus,Claas Conspeed,CLAAS Conspeed 6-75 FC,36.400 EUR,"HU, Nyíregyháza",2025-09-27,2016,,https://www.mascus.de/landmaschinen/maehdrescherzubehoer/claas-conspeed-6-75-fc/gff5bkcd.html
2026-09-06T09:18:46Z,Mascus,Claas Conspeed,CLAAS Conspeed 8-75 FC,90.278 EUR,"DK, Vinderup, Midtjylland",2025-10-02,2023,,https://www.mascus.de/landmaschinen/erntevorsatze/claas-conspeed-8-75-fc/g58f8k9b.html
2026-09-06T09:18:46Z,Mascus,Claas Conspeed,CLAAS Conspeed 6-75 FC,13.057 EUR,"HU, Kiskunmajsa",2025-12-09,2006,,https://www.mascus.de/landmaschinen/erntevorsatze/claas-conspeed-6-75-fc/cbh9cjic.html
2026-09-06T09:18:46Z,Mascus,Claas Conspeed,CLAAS Conspeed 6-75 C,10.853 EUR,"HU, Kiskunmajsa",2025-12-09,2008,,https://www.mascus.de/landmaschinen/erntevorsatze/claas-conspeed-6-75-c/fgbch6fj.html
2026-09-06T09:18:46Z,Mascus,Claas Conspeed,CLAAS CONSPEED 8-75 FC,50.169 EUR,"DK, Kolding, Syddanmark",2026-03-18,2016,,https://www.mascus.de/landmaschinen/haecksler-mit-selbstantrieb/claas-conspeed-8-75-fc/af684ecc.html
2026-09-06T09:18:46Z,Mascus,Claas Conspeed,CLAAS Conspeed 8-75 FC,39.470 EUR,"DK, Ribe",2026-03-18,2008,,https://www.mascus.de/landmaschinen/erntevorsatze/claas-conspeed-8-75-fc/biefgbg6.html
2026-09-06T09:18:46Z,Mascus,Claas Conspeed,CLAAS Conspeed Corio 1275C,43.972 EUR,"HU, Komárom",2026-04-23,2021,,https://www.mascus.de/landmaschinen/erntevorsatze/claas-conspeed-corio-1275c/ce7j4hcj.html
2026-09-06T09:18:46Z,Mascus,Claas Conspeed,CLAAS Conspeed 12-75 C,14.500 EUR,"LT, Kaltinėnai, Tauragés Apskritis",2026-05-05,2010,,https://www.mascus.de/landmaschinen/erntevorsatze/claas-conspeed-12-75-c/59agcb65.html
2026-09-06T09:18:46Z,Mascus,Claas Conspeed,CLAAS MAISPFLÜCKER CONSPEED 8-75FC,24.500 EUR,"DE, Vohburg",2026-05-21,2011,,https://www.mascus.de/landmaschinen/maehdrescherzubehoer/claas-maispflucker-conspeed-8-75fc/fegici8d.html
2026-09-06T09:18:46Z,Mascus,Claas Conspeed,CLAAS Conspeed 6-75FC,19.000 EUR,"HU, Nyíregyháza",2026-06-10,2008,,https://www.mascus.de/landmaschinen/maehdrescherzubehoer/claas-conspeed-6-75fc/76g58h8k.html
2026-09-06T09:18:46Z,Mascus,Claas Conspeed,CLAAS CORIO 875 FC CONSPEED,41.500 EUR,"DE, Arnstorf",2026-06-25,2018,,https://www.mascus.de/landmaschinen/maehdrescherzubehoer/claas-corio-875-fc-conspeed/85gcdk9k.html
2026-09-06T09:18:46Z,Mascus,Claas Conspeed,CLAAS Conspeed 8-75C Claas Tucano / Lexion / Trion felfo,22.089 EUR,"HU, -",2026-07-20,2012,,https://www.mascus.de/landmaschinen/erntevorsatze/claas-conspeed-8-75c-claas-tucano-lexion-trion-felfo/ffia5j7f.html
2026-09-06T09:18:46Z,Mascus,Claas Conspeed,CLAAS CONSPEED 6-75 FC,14.900 EUR,"DE, 189078",2026-07-24,2001,,https://www.mascus.de/landmaschinen/maehdrescherzubehoer/claas-conspeed-6-75-fc/ffiidhdb.html
