gefunden_am,portal,suchbegriff,titel,preis,ort,inserat_datum,baujahr,betriebsstunden,url
2026-08-22T09:39:39Z,eBay Kleinanzeigen,Takeuchi TB 260,Takeuchi TB260 V3 Powertilt Klima Zentralschmierung ZSA,87.990 €,94244 Geiersthal,25.07.2026,2017,5008 h,https://www.kleinanzeigen.de/s-anzeige/takeuchi-tb260-v3-powertilt-klima-zentralschmierung-zsa/3282594439-276-15777
2026-08-22T09:39:39Z,eBay Kleinanzeigen,Takeuchi TB 260,Modell Takeuchi TB260 Kompaktbagger 1:35 Neu OVP,150 €,74357 Bönnigheim,05.07.2026,,,https://www.kleinanzeigen.de/s-anzeige/modell-takeuchi-tb260-kompaktbagger-1-35-neu-ovp/3451431217-23-8776
2026-08-22T09:39:39Z,eBay Kleinanzeigen,Takeuchi TB 290,Bagger Takeuchi TB290-2 Powertilt HS08 Taklock Netto €69.900,83.181 € VB,88353 Kißlegg,,2021,,https://www.kleinanzeigen.de/s-anzeige/bagger-takeuchi-tb290-2-powertilt-hs08-taklock-netto-69-900/3486792696-276-8086
2026-08-22T09:39:39Z,eBay Kleinanzeigen,Takeuchi TB 290,Bohrlafette Tamrock Menzi Muck Kaiser Takeuchi tb290 2150,10.000 €,83022 Rosenheim,"Heute, 05:47",,,https://www.kleinanzeigen.de/s-anzeige/bohrlafette-tamrock-menzi-muck-kaiser-takeuchi-tb290-2150/3491068251-239-7581
2026-08-22T09:39:39Z,eBay Kleinanzeigen,Takeuchi TB 290,Bagger Takeuchi TB290 Powertilt Verstellausleger Netto €59.900,71.281 € VB,88353 Kißlegg,"Gestern, 11:07",2018,,https://www.kleinanzeigen.de/s-anzeige/bagger-takeuchi-tb290-powertilt-verstellausleger-netto-59-900/3441476652-276-8086
2026-08-22T09:39:39Z,eBay Kleinanzeigen,Takeuchi TB 290,Takeuchi TB 290-2 CV V4 9 t Minibagger Taklock T1-3 Powertilt,101.150 €,92224 Amberg,"Gestern, 08:08",2023,,https://www.kleinanzeigen.de/s-anzeige/takeuchi-tb-290-2-cv-v4-9-t-minibagger-taklock-t1-3-powertilt/3465464691-276-5790
2026-08-22T09:39:39Z,eBay Kleinanzeigen,Takeuchi TB 290,Rototilt +Oilquick 3x Löffel Takeuchi TB 290 295W 175 NETTO 12900,15.480 € VB,94110 Wegscheid,20.08.2026,,,https://www.kleinanzeigen.de/s-anzeige/rototilt-oilquick-3x-loeffel-takeuchi-tb-290-295w-175-netto-12900/3332709259-276-7467
2026-08-22T09:39:39Z,eBay Kleinanzeigen,Takeuchi TB 290,Takeuchi Bagger TB 290-2 Monoblock V3 Powertilt Klima inkl. Mwst,104.125 €,55120 Mainz,20.08.2026,2023,,https://www.kleinanzeigen.de/s-anzeige/takeuchi-bagger-tb-290-2-monoblock-v3-powertilt-klima-inkl-mwst/3388776522-276-5323
2026-08-22T09:39:39Z,eBay Kleinanzeigen,Takeuchi TB 290,Kettenbagger TAKEUCHI TB 290,57.000 € VB,83088 Kiefersfelden,20.08.2026,2016,,https://www.kleinanzeigen.de/s-anzeige/kettenbagger-takeuchi-tb-290-/3465017543-276-7584
2026-08-22T09:39:39Z,eBay Kleinanzeigen,Takeuchi TB 290,"Kettenbagger Takeuchi TB290 CV 8,7t, 2018, ca. 3450h inkl. MwSt.",80.563 €,12557 Köpenick,19.08.2026,2018,,https://www.kleinanzeigen.de/s-anzeige/kettenbagger-takeuchi-tb290-cv-8-7t-2018-ca-3450h-inkl-mwst-/2563321669-276-3366
2026-08-22T09:39:39Z,eBay Kleinanzeigen,Takeuchi TB 290,Bagger Kompaktbagger TAKEUCHI TB290-2 Bj. 2025 107.000€ netto,127.330 €,17235 Neustrelitz,17.08.2026,2025,,https://www.kleinanzeigen.de/s-anzeige/bagger-kompaktbagger-takeuchi-tb290-2-bj-2025-107-000-netto/3117811798-276-64
2026-08-22T09:39:39Z,eBay Kleinanzeigen,Takeuchi TB 290,Takeuchi TB 290,73.780 €,90763 Fürth,13.08.2026,2018,4.238 h,https://www.kleinanzeigen.de/s-anzeige/takeuchi-tb-290/3483479576-276-6808
2026-08-22T09:39:39Z,eBay Kleinanzeigen,Takeuchi TB 290,"Takeuchi TB290-2 Bagger, Minibagger 2022 1965h (76000€ netto)",90.440 € VB,75038 Oberderdingen,12.08.2026,2022,1965 h,https://www.kleinanzeigen.de/s-anzeige/takeuchi-tb290-2-bagger-minibagger-2022-1965h-76000-netto-/3482725725-276-8799
2026-08-22T09:39:39Z,eBay Kleinanzeigen,Takeuchi TB 290,"Takeuchi TB 290-2 CV V4 9,0 t Minibagger Powertilt 85.000€ netto",101.150 €,92224 Amberg,08.08.2026,2023,,https://www.kleinanzeigen.de/s-anzeige/takeuchi-tb-290-2-cv-v4-9-0-t-minibagger-powertilt-85-000-netto/3242659442-276-5790
2026-08-22T09:39:39Z,eBay Kleinanzeigen,Takeuchi TB 290,Powertilt mit Lehnhoff HS 08 von Takeuchi TB 290,5.355 € VB,93489 Schorndorf,06.08.2026,,,https://www.kleinanzeigen.de/s-anzeige/powertilt-mit-lehnhoff-hs-08-von-takeuchi-tb-290/3477511084-276-8414
2026-08-22T09:39:39Z,eBay Kleinanzeigen,Takeuchi TB 290,Takeuchi TB 290 Top Zustand !!!,44.625 €,47799 Krefeld,05.08.2026,2018,,https://www.kleinanzeigen.de/s-anzeige/takeuchi-tb-290-top-zustand-/3477440469-276-1982
2026-08-22T09:39:39Z,Maschinensucher,Takeuchi TB 250,Minibagger Takeuchi TB250 Easy,35.500 €,Spanien,,2019,3.710 h,https://www.maschinensucher.de/takeuchi-tb250+easy/i-22413557
2026-08-22T09:39:39Z,Maschinensucher,Takeuchi TB 250,Minibagger Takeuchi TB 250 V3,34.500 €,Bad Mergentheim,,2015,3.500 h,https://www.maschinensucher.de/takeuchi-tb+250+v3/i-22347417
2026-08-22T09:39:39Z,Maschinensucher,Takeuchi TB 250,Minibagger Takeuchi TB250,30.000 €,Spanien,,2019,4.710 h,https://www.maschinensucher.de/takeuchi-tb250/i-22274097
2026-08-22T09:39:39Z,Maschinensucher,Takeuchi TB 250,Minibagger Takeuchi TB250,29.000 €,Spanien,,2017,6.360 h,https://www.maschinensucher.de/takeuchi-tb250/i-22134937
2026-08-22T09:39:39Z,Maschinensucher,Takeuchi TB 260,Minibagger TAKEUCHI TB 260 Minibagger Powertilt+Löffel nur 1957h,46.900 €,Peine,,2017,1.957 h,https://www.maschinensucher.de/takeuchi-tb+260+minibagger+powertilt%2Bl%C3%B6ffel+nur+1957h/i-21839963
2026-08-22T09:39:39Z,Maschinensucher,Takeuchi TB 290,Raupenbagger Takeuchi TB 290-2 CM/CV,86.000 €,Sistrans,,2024,1.300 h,https://www.maschinensucher.de/takeuchi-tb+290-2+cm%2Fcv/i-22148367
2026-08-22T09:39:39Z,Maschinensucher,Takeuchi TB 290,Midi-Bagger Takeuchi TB290,39.000 €,Spanien,,2017,6.970 h,https://www.maschinensucher.de/takeuchi-tb290/i-22134902
2026-08-22T09:39:39Z,Maschinensucher,Takeuchi TB 290,Minibagger Takeuchi TB 290,39.500 €,Ratschendorf,,2015,11.400 h,https://www.maschinensucher.de/takeuchi-tb+290/i-21979268
2026-08-22T09:39:39Z,Machinerypark,Takeuchi TB 230,Takeuchi TB230,13.510 EUR,"2600 Glostrup/Kopenhagen, Dänemark",,2017,4.765 h,https://de.machinerypark.com/minibagger/takeuchi-tb230-gebraucht-mgwm4656mn
2026-08-22T09:39:39Z,Machinerypark,Takeuchi TB 230,"Takeuchi TB 230 MSA V3 Power-Tilt HS03 wie TB240,  250",25.990 EUR,"77790 Steinach, Deutschland",,2016,,https://de.machinerypark.com/minibagger/takeuchi-tb-230-msa-v3-power-tilt-hs03-wie-tb240-250-gebraucht-dzvb2932aq
2026-08-22T09:39:39Z,Machinerypark,Takeuchi TB 230,"Takeuchi TB 230 MSA V3 Power-Tilt HS03 wie TB240,  250",31.900 EUR,"77790 Steinach, Deutschland",,2019,,https://de.machinerypark.com/minibagger/takeuchi-tb-230-msa-v3-power-tilt-hs03-wie-tb240-250-gebraucht-puxb6015dd
2026-08-22T09:39:39Z,Machinerypark,Takeuchi TB 230,"Takeuchi TB 230 V3 Power-Tilt HS03 wie TB240, TB250",35.900 EUR,"79108 Freiburg im Breisgau, Deutschland",,2020,,https://de.machinerypark.com/minibagger/takeuchi-tb-230-v3-power-tilt-hs03-wie-tb240-tb250-gebraucht-qgpq4822og
2026-08-22T09:39:39Z,Machinerypark,Takeuchi TB 250,Takeuchi TB 250 ( 2 pieces ),28.500 EUR,"3628GD Kockengen, Niederlande",,2020,,https://de.machinerypark.com/minibagger/takeuchi-tb-250-2-pieces-gebraucht-mfbe6488mb
2026-08-22T09:39:39Z,Machinerypark,Takeuchi TB 260,Takeuchi TB260,20.060 EUR,"2600 Glostrup/Kopenhagen, Dänemark",,2018,,https://de.machinerypark.com/minibagger/takeuchi-tb260-gebraucht-renv5047cf
2026-08-22T09:39:39Z,Machinerypark,Takeuchi TB 260,Takeuchi TB260,28.890 EUR,"2600 Glostrup/Kopenhagen, Dänemark",,2016,1.800 h,https://de.machinerypark.com/minibagger/takeuchi-tb260-gebraucht-tanh0767dk
2026-08-22T09:39:39Z,Machinerypark,Takeuchi TB 260,Takeuchi TB260,35.000 EUR,"2504 Sooß, Österreich",,2016,,https://de.machinerypark.com/minibagger/takeuchi-tb260-gebraucht-gamz5006dd
2026-08-22T09:39:39Z,Machinerypark,Takeuchi TB 260,Takeuchi TB 260 .,36.500 EUR,"47574 Goch, Deutschland",,2015,,https://de.machinerypark.com/minibagger/takeuchi-tb-260-gebraucht-znqh7132ch
2026-08-22T09:39:39Z,Machinerypark,Takeuchi TB 260,Takeuchi TB 260 V4 2x Löffel u. 250,59.800 EUR,"36199 Rotenburg, Deutschland",,2023,,https://de.machinerypark.com/minibagger/takeuchi-tb-260-v4-2x-l%C3%B6ffel-u-250-gebraucht-qpse9211ga
2026-08-22T09:39:39Z,Machinerypark,Takeuchi TB 290,Takeuchi TB290-2,33.980 EUR,"2600 Glostrup/Kopenhagen, Dänemark",,2021,,https://de.machinerypark.com/baumaschinen-sonstige/takeuchi-tb290-2-gebraucht-anwb2649gq
2026-08-22T09:39:39Z,Machinerypark,Takeuchi TB 290,Takeuchi TB290,28.760 EUR,"2600 Glostrup/Kopenhagen, Dänemark",,2016,,https://de.machinerypark.com/baumaschinen-sonstige/takeuchi-tb290-gebraucht-anbc3045qq
2026-08-22T09:39:39Z,Machinerypark,Takeuchi TB 290,Takeuchi TB290,30.100 EUR,"2600 Glostrup/Kopenhagen, Dänemark",,2019,,https://de.machinerypark.com/baumaschinen-sonstige/takeuchi-tb290-gebraucht-lrqg4051mb
2026-08-22T09:39:39Z,Machinerypark,Takeuchi TB 290,Takeuchi TB290-2,66.880 EUR,"2600 Glostrup/Kopenhagen, Dänemark",,2023,1.863 h,https://de.machinerypark.com/baumaschinen-sonstige/takeuchi-tb290-2-gebraucht-zvph4672bb
2026-08-22T09:39:39Z,Machinerypark,Takeuchi TB 290,Takeuchi TB290-2,43.210 EUR,"2600 Glostrup/Kopenhagen, Dänemark",,2019,2.097 h,https://de.machinerypark.com/baumaschinen-sonstige/takeuchi-tb290-2-gebraucht-hwsf4096bk
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 230,Takeuchi TB230,8.000 € Ohne MwSt.,"Belgien, Antwerp",,2017,3100 h,https://machineryline.de/-/Versteigerung/Kettenbagger/Takeuchi/TB230--26082017515730168100
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 230,Takeuchi TB230,13.640 € 102.000 DKK,"Dänemark, Tølløse",,,3.081 h,https://machineryline.de/-/Versteigerung/Teleskopstapler/Takeuchi/TB230--26081917434816655900
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 230,Takeuchi TB230,23.400 € Ohne MwSt.,"Polen, Szalejów Dolny",,2016,5.706 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/TB230--26041514080875896800
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 230,Takeuchi TB 230,25.000 € Ohne MwSt.,"Spanien, A Coruña",,2016,5.996 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/TB-230--26080409310966032300
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 230,Takeuchi TB230,23.000 € Ohne MwSt.,"Spanien, A Coruña",,2016,7.753 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/TB230--26073108052438400700
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 230,Takeuchi TB230,29.900 € Ohne MwSt.,"Slowenien, Gomilsko",,2017,3.410 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/TB230--26011217355448001200
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 230,Takeuchi TB230,29.900 € Ohne MwSt.,"Slowenien, Gomilsko",,2017,3.355 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/TB230--26012917363464741100
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 230,Takeuchi TB 230,29.000 € Ohne MwSt.,"Spanien, A Coruña",,2017,4.600 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/TB-230--26072016385149570100
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 230,Takeuchi TB 230,27.000 € Ohne MwSt.,"Spanien, A Coruña",,2017,4.659 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/TB-230--26072016240167411100
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 230,Takeuchi TB230,29.999 € Ohne MwSt.,"Polen, Zblew",,2021,1.100 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/TB230--25081815174219880800
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 230,Takeuchi TB230 V3,46.400 € 199.900 PLN,"Polen, Gorlice",,2024,1.430 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/TB230-V3--26041616552583774300
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 250,Takeuchi TB 250 Minibagger Powertilt+Löffel nur 1833h,39.900 € Ohne MwSt.,"Deutschland, Peine",,,1.902 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/TB-250-Minibagger-Powertilt-Loffel-nur-1833h--26050317280060129500
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 250,Takeuchi TB250,27.900 €,"Deutschland, Oberderdingen",,2014,7.040 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/TB250--26070712013991071400
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 250,Takeuchi TB250,28.000 € Ohne MwSt.,"Spanien, SANTA OLALLA (TOLEDO)",,2015,7.225 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/TB250--26061718562054974200
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 250,Takeuchi TB 250 5 ton rups graafmachine excavator bagger,19.500 € Ohne MwSt.,"Niederlande, Zevenbergen",,2013,6.208 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/TB-250-5-ton-rups-graafmachine-excavator-bagger--26081917444811944100
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 250,Takeuchi TB250,30.000 € Ohne MwSt.,"Spanien, Olesa De Monserrat",,2018,6.110 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/TB250--25102213521546850400
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 250,Takeuchi TB250,36.900 € 890.000 CZK,Tschechien,,2015,5.985 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/TB250--25041413432183384200
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 250,Takeuchi TB250,21.900 € Ohne MwSt.,"Kroatien, Sesvete-Kraljevec",,2015,4.763 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/TB250--26061917143088858800
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 250,Takeuchi TB250 Easy,35.500 € Ohne MwSt.,"Spanien, Bilbao",,2019,3.710 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/TB250-Easy--26072417022038577400
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 250,Takeuchi TB250,28.000 € Ohne MwSt.,"Spanien, El Burgo De Ebro",,2017,7.060 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/TB250--26042116174448909000
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 250,Takeuchi TB 250,28.800 € Ohne MwSt.,"Deutschland, Fürth ( Hessen )",,2019,2.751 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/TB-250--26061116563590865700
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 250,Takeuchi TB250,30.000 € Ohne MwSt.,"Spanien, El Burgo De Ebro",,2019,4.710 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/TB250--26070617015551970100
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 260,Takeuchi tb 260 ( 5.735kg ) hydr. sw + 3 löffel,43.911 € Inklusive MwSt,"Deutschland, Hamburg",,2016,2.547 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/tb-260-5-735kg-hydr-sw-3-loffel--26082110295762886500
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 260,Takeuchi TB 260 Minibagger Powertilt+Löffel nur 1957h,46.900 € Ohne MwSt.,"Deutschland, Peine",,,1.957 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/TB-260-Minibagger-Powertilt-Loffel-nur-1957h--26050317275391178900
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 260,Takeuchi tb260,37.500 € Ohne MwSt.,"Kroatien, Virovitica",,2017,3.490 h,https://machineryline.de/-/Verkauf/Kettenbagger/Takeuchi/tb260--26082109464212368600
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 260,Takeuchi TB260,20.060 € 150.000 DKK,"Dänemark, Fyn",,2018,5.600 h,https://machineryline.de/-/Versteigerung/Minibagger/Takeuchi/TB260--26081811370011427300
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 260,Takeuchi TB 260,40.390 € 174.000 PLN,"Polen, Jazowsko 490",,2019,2.800 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/TB-260--26080714054467500400
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 260,Takeuchi TB 260,36.500 € Ohne MwSt.,"Deutschland, Goch",,2015,4.260 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/TB-260---26062521414544243400
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 260,Takeuchi TB260,39.900 € Ohne MwSt.,"Slowenien, Gomilsko",,2020,4.655 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/TB260--26073118444481525500
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 260,Takeuchi TB260,25.894 €,"Deutschland, Fürstenstein",,2014,7.629 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/TB260--24102207554864781900
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 260,Takeuchi TB260 TMK300,44.500 €,"Litauen, Vilnius",,2022,2.800 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/TB260-TMK300--26060415472175869500
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 260,Takeuchi TB260,28.890 € 216.000 DKK,"Dänemark, Sjælland",,2016,1.800 h,https://machineryline.de/-/Versteigerung/Minibagger/Takeuchi/TB260--26041123521492058000
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 260,Takeuchi TB260,35.000 €,"Österreich, Sooß bei Wien",,2016,6.500 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/TB260--25112418413450538200
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 260,Takeuchi TB 260,74.000 €,"Rumänien, Hunedoara",,2022,88 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/TB-260--26040111164144815600
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 290,"Takeuchi Minibagger  TB 290 PowerTilt, Klima, Schaufel 1,80",52.800 € Ohne MwSt.,"Deutschland, Delbrück",,2017,3.108 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/Minibagger-TB-290-PowerTilt-Klima-Schaufel-1-80--26080109535046241800
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 290,Takeuchi TB290-2,76.000 €,"Deutschland, Oberderdingen",,2022,1.965 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/TB290-2--26081216402517581600
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 290,Takeuchi TB 290 Minibagger Powertilt+Löffel 4803h,44.900 € Ohne MwSt.,"Deutschland, Peine",,,4.804 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/TB-290-Minibagger-Powertilt-Loffel-4803h--26050317275860073300
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 290,Takeuchi TB 290,28.980 € 699.000 CZK,"Tschechien, Jesenice U Prahy",,2017,6.016 h,https://machineryline.de/-/Versteigerung/Minibagger/Takeuchi/TB-290--26081923112710360000
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 290,Takeuchi TB290,42.000 € Ohne MwSt.,"Spanien, Madrid",,2017,8.470 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/TB290--24020619341034928300
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 290,Takeuchi TB290,42.000 € Ohne MwSt.,"Spanien, Madrid",,2018,8.630 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/TB290--25102213522868871900
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 290,Takeuchi TB290,42.000 € Ohne MwSt.,"Spanien, Madrid",,2018,8.790 h,https://machineryline.de/-/Verkauf/Midibagger/Takeuchi/TB290--25102213522633180600
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 290,Takeuchi TB290,42.000 € Ohne MwSt.,"Spanien, Olesa De Monserrat",,2018,6.750 h,https://machineryline.de/-/Verkauf/Midibagger/Takeuchi/TB290--25090214421093555700
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 290,Takeuchi TB290-2,69.640 € 300.000 PLN,"Polen, Wielkie Drogi",,2023,1.164 h,https://machineryline.de/-/Verkauf/Kettenbagger/Takeuchi/TB290-2--26032323562919727700
2026-08-22T09:39:39Z,Machineryline,Takeuchi TB 290,Takeuchi TB 290,42.155 € Ohne MwSt.,"Spanien, Alcalá de Guadaíra",,2015,4.758 h,https://machineryline.de/-/Verkauf/Minibagger/Takeuchi/TB-290--26022810475284537900
2026-08-22T12:48:59Z,eBay Kleinanzeigen,Takeuchi TB 290,Minibagger Takeuchi TB 290 mit SW08 und Rückfahrkamera Roadliner,82.646 € VB,58099 Hagen,"Heute, 14:00",,,https://www.kleinanzeigen.de/s-anzeige/minibagger-takeuchi-tb-290-mit-sw08-und-rueckfahrkamera-roadliner/2269633814-276-2013
2026-08-23T12:08:05Z,eBay Kleinanzeigen,Geringhoff,Geringhoff MSH 800FB Maisstar Horizon 8 Reihen New Holland CASE,85.680 €,94501 Aldersbach,"Gestern, 19:04",,,https://www.kleinanzeigen.de/s-anzeige/geringhoff-msh-800fb-maisstar-horizon-8-reihen-new-holland-case/3281337759-276-13525
2026-08-23T12:08:05Z,eBay Kleinanzeigen,Takeuchi TB 175,Powertilt MS08 Original Lehnhoff Takeuchi TB070 TB175 TB290,6.843 €,84130 Dingolfing,"Gestern, 20:06",,,https://www.kleinanzeigen.de/s-anzeige/powertilt-ms08-original-lehnhoff-takeuchi-tb070-tb175-tb290/3417254879-276-6043
2026-08-23T12:08:05Z,Maschinensucher,Takeuchi TB 290,Minibagger TAKEUCHI TB 290 Minibagger Powertilt+Löffel 4804h,44.900 €,Peine,,2014,4.804 h,https://www.maschinensucher.de/takeuchi-tb+290+minibagger+powertilt%2Bl%C3%B6ffel+4804h/i-21839978
2026-08-23T18:13:47Z,eBay Kleinanzeigen,Claas Conspeed,Claas CONSPEED 6-75 FC Maispflücker / 300492240,17.731 € VB,49716 Meppen,"Heute, 19:08",,,https://www.kleinanzeigen.de/s-anzeige/claas-conspeed-6-75-fc-maispfluecker-300492240/3466884393-276-3030
2026-08-23T18:13:47Z,eBay Kleinanzeigen,Geringhoff,Geringhoff Kronrad 47 Zähne,420 € VB,76344 Eggenstein-​Leopoldshafen,"Heute, 18:53",,,https://www.kleinanzeigen.de/s-anzeige/geringhoff-kronrad-47-zaehne/3492972164-276-8827
2026-08-24T05:09:05Z,eBay Kleinanzeigen,Takeuchi TB 250,Minibagger Takeuchi TB250-2 V4 630h 54.990€ netto Baujahr 2023,65.468 €,57076 Siegen,"Gestern, 21:30",2023,,https://www.kleinanzeigen.de/s-anzeige/minibagger-takeuchi-tb250-2-v4-630h-54-990-netto-baujahr-2023/3394300797-276-1029
2026-08-24T17:47:58Z,eBay Kleinanzeigen,Claas Conspeed,CLAAS Conspeed 6-75 FC - Maispflücker/Maisvorsatz - Netto 18.000€,21.420 € VB,84405 Dorfen,"Heute, 19:03",,,https://www.kleinanzeigen.de/s-anzeige/claas-conspeed-6-75-fc-maispfluecker-maisvorsatz-netto-18-000-/2990800720-276-5690
2026-08-24T17:47:58Z,eBay Kleinanzeigen,Geringhoff,Ziegler 8S CornChampion Maispflücker Mähdrescher Geringhoff Claas,17.580 €,33378 Rheda-​Wiedenbrück,"Heute, 08:21",2026,,https://www.kleinanzeigen.de/s-anzeige/ziegler-8s-cornchampion-maispfluecker-maehdrescher-geringhoff-claas/3493264411-276-1649
2026-08-24T17:47:58Z,eBay Kleinanzeigen,Takeuchi TB 290,Takeuchi TB290 Powertilt HS08 Lehnhoff 98.900 netto,117.691 € VB,25779 Norderheistedt,"Heute, 12:07",,,https://www.kleinanzeigen.de/s-anzeige/takeuchi-tb290-powertilt-hs08-lehnhoff-98-900-netto/3444039824-276-23531
2026-08-24T17:47:58Z,Machinerypark,Takeuchi TB 290,Takeuchi TB 290-2 CM V4,82.500 EUR,"32257 Bünde, Deutschland",,2023,1.080 h,https://de.machinerypark.com/kettenbagger/takeuchi-tb-290-2-cm-v4-gebraucht-rbjg1188ng
2026-08-24T17:47:58Z,Machineryline,Takeuchi TB 260,Takeuchi TB260,2.167 € Ohne MwSt.,"Finnland, Helsinki",,,5.697 h,https://machineryline.de/-/Versteigerung/Minibagger/Takeuchi/TB260--26082412583126063000
2026-08-26T04:08:49Z,eBay Kleinanzeigen,Geringhoff,Fendt Ideal 9T mit Geringhoff Maispflücker MSH875,328.000 €,84183 Niederviehbach,"Gestern, 20:08",,,https://www.kleinanzeigen.de/s-anzeige/fendt-ideal-9t-mit-geringhoff-maispfluecker-msh875/3468408475-276-6050
2026-08-26T04:08:49Z,eBay Kleinanzeigen,Takeuchi TB 175,Takeuchi TB 175 CV  Hubzylinder Hydraulikzylinder,2.000 €,53937 Schleiden,"Gestern, 17:03",,,https://www.kleinanzeigen.de/s-anzeige/takeuchi-tb-175-cv-hubzylinder-hydraulikzylinder/3123980401-276-1681
2026-08-26T04:08:49Z,eBay Kleinanzeigen,Takeuchi TB 175,Takeuchi TB 175 CV Verstellzylinder Hydraulikzylinder,1.500 €,53937 Schleiden,"Gestern, 16:03",,,https://www.kleinanzeigen.de/s-anzeige/takeuchi-tb-175-cv-verstellzylinder-hydraulikzylinder/3123986783-276-1681
2026-08-26T04:08:49Z,eBay Kleinanzeigen,Takeuchi TB 260,2019 Takeuchi TB260 Bagger mit Rototilt und Anbaugeräten,18.000 €,85055 Ingolstadt,"Gestern, 23:25",2019,,https://www.kleinanzeigen.de/s-anzeige/2019-takeuchi-tb260-bagger-mit-rototilt-und-anbaugeraeten/3494932359-276-7613
